299,Sai,Black Hair,Male,"['Artist', 'Gloves', 'Headband', 'Ninja']",Anime,Manga
97,Saeko BUSUJIMA,Purple Hair,Female,"['Club President', 'High School Student', 'Martial Artist', 'Teenager']","['Highschool of the Dead', 'Highschool of the Dead: Drifters of the Dead']","['Gakuen Mokushiroku: Highschool of the Head', 'Highschool of the Dead']"
98,Ulquiorra SCHIFFER,Black Hair,Male,"['Face Markings', 'Horns', 'Ruthless', 'Stoic', 'Sword Fighter']","['Bleach', 'Bleach Movie 4: Hell Verse']","['Bleach', 'Bleach Unmasked Short Stories']"
99,Sora,Red Hair,Male,"['Analytical', 'NEET', 'Person in a Strange World', 'Royalty', 'Teenager', 'Video Gamer']","['No Game No Life', 'No Game No Life Specials', 'No Game No Life: Zero', 'No Game No Life: Zero - Manner Movie']","['No Game No Life', 'No Game No Life (Light Novel)']"
100,Yuri NAKAMURA,Purple Hair,Female,"['Charismatic', 'Hair Ribbons', 'Headband']","['Angel Beats!', ""Angel Beats! Hell's Kitchen"", 'Angel Beats! Stairway to Heaven', 'Kaginado Season 2']","[""Angel Beats! Heaven's Door"", 'Angel Beats! The 4-koma: Bokura no Sensen Koushinkyoku', 'Angel Beats! The 4-koma: Osora no Shinda Sekai kara', 'Angel Beats! Track Zero (Light Novel)']"
101,Sakura HARUNO,Pink Hair,Female,"['Headband', 'Ninja', 'Verbal Tic']","['Boruto: Naruto Next Generations', 'Boruto: Naruto the Movie', 'Boruto: Naruto the Movie - The Day Naruto Became Hokage', 'Naruto', 'Naruto: Hidden Leaf Village Grand Sports Festival!', 'Naruto: Honoo no Chuunin Shiken! Naruto vs Konohamaru!!', 'Naruto Movie 1: Ninja Clash in the Land of Snow', 'Naruto Movie 2: Legend of the Stone of Gelel', 'Naruto Movie 3: Guardians of the Crescent Moon Kingdom', 'Naruto: Narutimate Hero 3 OVA', 'Naruto: Naruto to Mashin to Mitsu no Onegai Dattebayo!!', 'Naruto Shippuden', 'Naruto Shippuden: Konoha Gakuen Picture Drama Special', 'Naruto Shippuden Movie 1', 'Naruto Shippuden Movie 2: Bonds', 'Naruto Shippuden Movie 3: The Will of Fire', 'Naruto Shippuden Movie 4: The Lost Tower', 'Naruto Shippuden Movie 5: Blood Prison', 'Naruto Shippuden Movie 6: Road to Ninja', 'Naruto Shippuden OVA: Sage Naruto vs Sasuke', 'Naruto Special 1: Find the Crimson Four-leaf Clover!', 'Naruto Special 2: Battle at Hidden Falls. I am the Hero!', 'Naruto Spin-Off: Rock Lee & His Ninja Pals', 'Naruto: The Cross Roads', 'The Last: Naruto the Movie']","['Boruto', 'Boruto: Naruto the Movie Tokubetsu Bangai-hen - Naruto ga Hokage ni Natta Hi', 'Boruto: Road to ""B""', 'Naruto', 'Naruto Movie: Legend of the Stone of Gelel (Light Novel)', 'Naruto Secret Chronicles (Light Novel)', 'Naruto Shippuden Movie 5: Blood Prison (Light Novel)', ""Naruto's Story: Family Day (Light Novel)"", 'Naruto: The Seventh Hokage and the Scarlet Spring', 'Road to Naruto the Movie', 'Road to Ninja: Naruto the Movie (Light Novel)', ""Rock Lee's Springtime of Youth"", ""Sasuke's Story: The Uchiha and the Heavenly Stardust (Light Novel)""]"
102,Tsunade,Blonde Hair,Female,"['Adult', 'Beastmaster', 'Doctor', 'Face Markings', 'Gambler', 'Healing Powers', 'Heavy Drinker', 'Ninja', 'Pigtails']","['Naruto', 'Naruto: Narutimate Hero 3 OVA', 'Naruto Shippuden', 'Naruto Shippuden: Konoha Gakuen Picture Drama Special', 'Naruto Shippuden Movie 1', 'Naruto Shippuden Movie 2: Bonds', 'Naruto Shippuden Movie 3: The Will of Fire', 'Naruto Shippuden Movie 4: The Lost Tower', 'Naruto Shippuden Movie 5: Blood Prison', 'Naruto Shippuden Movie 6: Road to Ninja', 'Naruto Spin-Off: Rock Lee & His Ninja Pals', 'The Last: Naruto the Movie']","['Boruto: Naruto the Movie Tokubetsu Bangai-hen - Naruto ga Hokage ni Natta Hi', 'Naruto', 'Naruto Shippuden Movie 5: Blood Prison (Light Novel)', 'Road to Ninja: Naruto the Movie (Light Novel)', ""Rock Lee's Springtime of Youth""]"
103,Karma AKABANE,Red Hair,Male,"['Analytical', 'Assassin', 'Bloodthirsty', 'Delinquent', 'Middle School Student', 'Mischievous', 'Teenager']","['Assassination Classroom', 'Assassination Classroom 2nd Season', 'Assassination Classroom 2nd Season: Kagaijugyou-hen', 'Assassination Classroom: Jump Festa 2013 Special', ""Assassination Classroom The Movie: 365 Days' Time"", 'Koro-sensei Q!', 'Koro-sensei Quest!']","['Assassination Classroom', 'Koro-sensei Q!']"
104,Tobio KAGEYAMA,Black Hair,Male,"['Analytical', 'Athlete', 'High School Student', 'Hot-Headed', 'Teenager', 'Volleyball Player']","['Haikyuu!!', 'Haikyuu!! Karasuno High School vs Shiratorizawa Academy', 'Haikyuu!! Lev Kenzan!', 'Haikyuu!! Movie 1: Owari to Hajimari', 'Haikyuu!! Movie 2: Shousha to Haisha', 'Haikyuu!! Movie 3: Talent and Sense', 'Haikyuu!! Movie 4: Battle of Concepts', 'Haikyuu!! Quest Picture Drama', 'Haikyuu!! Second Season', 'Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun', 'Haikyuu!! To the Top', 'Haikyuu!! To the Top: Part II', 'Haikyuu!! vs. ""Akaten""']","['Haikyuu!!', 'Haikyuu!! A Party Reignited', 'Haikyuu!! (Pilot)', 'Haikyuu!! Shousetsuban!! Karasuno Koukou (Light Novel)', ""Let's! Haikyuu!?"", 'Nisekyuu!!']"
105,Inosuke HASHIBIRA,Multicolored Hair,Male,"['Airhead', 'Big Eater', 'Demon Hunter', 'Dual Wielder', 'Hot-Headed', 'Masks', 'Muscular', 'Orphan', 'Sword Fighter', 'Teenager']","['Demon Slayer: Kimetsu no Yaiba', 'Demon Slayer: Kimetsu no Yaiba - Entertainment District Arc', 'Demon Slayer: Kimetsu no Yaiba Movie - Mugen Train', 'Demon Slayer: Kimetsu no Yaiba - Mugen Train', 'Demon Slayer: Kimetsu no Yaiba - Swordsmith Village Arc', 'Kimetsu Gakuen: Valentine-hen']","['Demon Slayer: Kimetsu no Yaiba', 'Demon Slayer: Kimetsu no Yaiba - One-Winged Butterfly (Light Novel)', 'Demon Slayer: Kimetsu no Yaiba - Stories of Water and Flame', 'Demon Slayer: Kimetsu no Yaiba - The Flower of Happiness (Light Novel)', 'Kimetsu no Yaiba Koushiki Spin-off: Kimetsu no Aima!', 'Kimetsu no Yaiba: Rengoku Kyoujurou Gaiden']"
106,Kamina,Blue Hair,Male,"['Adult', 'Bandages', 'Charismatic', 'Hot-Headed', 'Mecha Pilot', 'Sunglasses', 'Tattoo']","[""Gurren Lagann Movie 1: Childhood's End"", 'Tengen Toppa Gurren Lagann', ""Tengen Toppa Gurren Lagann Gekijouban Zenyasai Special: Viral's Sweet Dream"", 'Tengen Toppa Gurren Lagann: Kirameki Yoko Box ~Pieces of Sweet Stars~', 'Tengen Toppa Gurren Lagann: Lagann-hen', 'Tengen Toppa Gurren Lagann OVA', 'Tengen Toppa Gurren Lagann Parallel Works', 'Tengen Toppa Gurren Lagann Parallel Works 2']","['Tengen Toppa Gurren Lagann', 'Tengen Toppa Gurren Lagann: 4-koma Kingdom - Yoko no Oheso-hen', 'Tengen Toppa Gurren Lagann: Guren Gakuenhen', 'Tengen Toppa Gurren Lagann (Light Novel)', 'Tengen Toppa Gurren Lagann: Rasen Shounentan']"
107,Koro-sensei,,Male,"['Hat', 'Monster', 'Octopus', 'Pervert', 'Superpowers', 'Teacher']","['Assassination Classroom', 'Assassination Classroom 2nd Season', 'Assassination Classroom 2nd Season: Kagaijugyou-hen', 'Assassination Classroom Episode 0: Meeting Time', 'Assassination Classroom: Jump Festa 2013 Special', ""Assassination Classroom The Movie: 365 Days' Time"", 'Koro-sensei Q!', 'Koro-sensei Quest!']",['Assassination Classroom']
108,Mirajane STRAUSS,White Hair,Female,"['Adult', 'Bartender', 'Magic User', 'Model', 'Shapeshifter', 'Waiter']","['Fairy Tail', 'Fairy Tail 2', 'Fairy Tail 2 OVA', 'Fairy Tail: Final Season', 'Fairy Tail Movie 1: Phoenix Priestess', 'Fairy Tail Movie 2: Dragon Cry']","['Fairy Girls', 'Fairy Tail', 'Fairy Tail+', 'Fairy Tail: 100 Years Quest', 'Fairy Tail Gaiden', 'Fairy Tail S: Tales from Fairy Tail', ""Mashima Hero's""]"
109,Rintaro OKABE,Black Hair,Male,"['Analytical', 'Chuunibyou', 'Inventor', 'Scientist', 'Teenager']","['Steins;Gate', 'Steins;Gate 0', ""Steins;Gate 0: Valentine's of Crystal Polymorphism -Bittersweet Intermedio-"", 'Steins;Gate: Egoistic Poriomania', 'Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero', 'Steins;Gate Movie: Load Region of Deja Vu', 'Steins;Gate: Soumei Eichi no Cognitive Computing']","['Magi-Cu 4-koma: Steins;Gate - Sekaisen Hendouritsu x. 091015%', 'Steins;Gate', 'Steins;Gate: Aishin Meizu no Babel', 'Steins;Gate: Boukan no Rebellion', 'Steins;Gate: Chouyoku no Divergence - Reverse (Light Novel)', 'Steins;Gate: Eigoukaiki no Pandora', 'Steins;Gate: Heiji Kyokusen no Epigraph', 'Steins;Gate: Heiji Kyokusen no Epigraph (Novel)', 'Steins;Gate: Heni Kuukan no Octet', 'Steins;Gate: Hiyoku Renri no Future Honey', 'Steins;Gate: Hiyoku Renri no Sweets Honey', 'Steins;Gate Movie: Load Region of Deja Vu', 'Steins;Gate: Onshuu no Brownian Motion', 'Steins;Gate: Shijou Saikyou no Slight Fever', 'Steins;Gate: Youen no Valhalla (Light Novel)']"
110,Vegeta,Black Hair,Male,"['Adult', 'Alien', 'Anti-Gravity Hair', 'Armor', 'Big Ego', 'Bloodthirsty', 'Hot-Headed', 'Muscular', 'Racial Purist', 'Royalty', 'Warrior']","['Dragon Ball GT', 'Dragon Ball: Plan to Destroy the Saiyajin', 'Dragon Ball Super', 'Dragon Ball Super: Annecy Festival 60th Anniversary', 'Dragon Ball Super: FNS 27 Hour TV', 'Dragon Ball Super Movie: Broly', 'Dragon Ball: Yo! The Return of Son-Goku and Friends!!', 'Dragon Ball Z', 'Dragon Ball Z: Atsumare! Goku World', 'Dragon Ball Z Kai', ""Dragon Ball Z Kai: Bring Peace to the Future! Goku's Spirit is Eternal"", 'Dragon Ball Z Kai: The Final Chapters', 'Dragon Ball Z Movie 12: Fusion Reborn', 'Dragon Ball Z Movie 13: Wrath of the Dragon', 'Dragon Ball Z Movie 14: Battle of Gods', ""Dragon Ball Z Movie 15: Resurrection 'F'"", 'Dragon Ball Z Movie 6: Return of Cooler', 'Dragon Ball Z Movie 7: Super Android 13', 'Dragon Ball Z Movie 8: Broly - The Legendary Super Saiyan', 'Dragon Ball Z Movie 9: Bojack Unbound', 'Dragon Ball Z: Plan to Destroy the Saiyajin', 'Dragon Ball Z Special 1: Bardock - The Father of Goku', 'Dragon Ball Z Special 2: The History of Trunks', 'Dragon Ball Z: The Real 4-D', 'Nissin Cup Noodles x Dragon Ball Z', 'Super Dragon Ball Heroes']","['Cross Epoch', 'Dragon Ball SD', 'Dragon Ball Super', 'Dragon Ball: That Time I Got Reincarnated as Yamcha!', 'Dragon Ball: Yo! The Return of Son-Goku and Friends!!', 'Dragon Ball Z', 'Dragon Ball Z: Fukkatsu no F', 'Neko Majin', 'Super Dragon Ball Heroes: Ankoku Makai Mission!', 'Super Dragon Ball Heroes: Universe Mission!!']"
111,Nami,Orange Hair,Female,"['Bossy', 'Manipulative', 'Orphan', 'Pirate', 'Sailor', 'Tattoo', 'Thief', 'Treasure Hunter']","['ARASHI: A-RA-SHI : Reborn', 'Fanta x One Piece', 'Hungry Days x Bump of Chicken: Kinen Satsuei', 'Hungry Days x One Piece', 'Kyuutai Panic Adventure Returns!', 'Look Plus x One Piece CM', 'One Piece', ""One Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends!"", 'One Piece 3D: Mugiwara Chase', 'One Piece: Adventure of Nebulandia', 'One Piece: Annecy Festival 60th Anniversary', 'One Piece: Defeat the Pirate Ganzak!', ""One Piece: Django's Dance Carnival"", 'One Piece: Dream Soccer King!', 'One Piece: Episode of East Blue', 'One Piece: Episode of Luffy - Hand Island no Bouken', 'One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari', 'One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna', 'One Piece: Episode of Sabo', 'One Piece: Episode of Skypiea', 'One Piece Film: Gold', 'One Piece Film: Gold ~Episode 0~ 711 ver.', 'One Piece Film: Red', 'One Piece Film: Z', 'One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou', 'One Piece Movie 1', 'One Piece Movie 10: Strong World', 'One Piece Movie 14: Stampede', 'One Piece Movie 2: Clockwork Island Adventure', 'One Piece Movie 3: Chopper Kingdom of Strange Animal Island', 'One Piece Movie 4: Dead End Adventure', 'One Piece Movie 5: The Curse of the Sacred Sword', 'One Piece Movie 6: Baron Omatsuri and the Secret Island', ""One Piece Movie 7: Karakuri Castle's Mecha Giant Soldier"", 'One Piece Movie 8: The Desert Princess and the Pirates - Adventures in Alabasta', 'One Piece Movie 9: Episode of Chopper - The Miracle Winter Cherry Blossom', 'One Piece Recap', 'One Piece: Romance Dawn Story', ""One Piece Special 1: Adventure in the Ocean's Navel"", ""One Piece Special 2: Open Upon the Great Sea! A Father's Huge, HUGE Dream!"", 'One Piece Special 3: Protect! The Last Great Stage', 'One Piece Special 4: The Detective Memoirs of Chief Straw Hat Luffy', 'One Piece Special: Glorious Island', 'One Piece Special: Heart of Gold', 'One Piece: Straw Hat Theater', 'One Piece: Strong World - Episode 0', 'One Piece: Take Aim! The Pirate Baseball King', 'One Piece: The Desert Princess and the Pirates - Adventures in Alabasta Prologue', 'Tokyo One Piece Tower: Tongari Shima no Dai Hihou', 'Toriko x One Piece Collabo Special', 'Toriko x One Piece Collabo Special 2']","['Chopperman', 'Chopperman: Yuke Yuke! Minna no Chopper-sensei', 'Cross Epoch', 'Food Wars! Shokugeki no Sanji', 'One Piece', 'One Piece Gakuen', 'One Piece: Loguetown-hen (Light Novel)', 'One Piece: Nami vs Kalifa', 'One Piece Party', 'One Piece: Roronoa Zoro Falls Into the Sea', 'One Piece: Taose! Kaizoku Ganzack (Light Novel)', 'One Piece x Toriko: Jisshoku! Akuma no Mi!!']"
112,Near,White Hair,Male,"['Analytical', 'Detective', 'Teenager']","['Death Note', ""Death Note Rewrite 2: L's Successors""]","['Death Note', 'Death Note (2020)', 'Death Note: L Change the World (Light Novel)', 'Death Note Short Stories', 'Death Note Special']"
113,Kallen STADTFELD,Pink Hair,Female,"['Headband', 'High School Student', 'Mecha Pilot', 'Student Council', 'Teenager', 'Terrorist']","['Code Geass: Lelouch of the Rebellion', 'Code Geass: Lelouch of the Rebellion III - Glorification', 'Code Geass: Lelouch of the Rebellion I - Initiation', 'Code Geass: Lelouch of the Rebellion II - Transgression', 'Code Geass: Lelouch of the Rebellion - Kiseki no Birthday Picture Drama', 'Code Geass: Lelouch of the Rebellion Picture Drama', 'Code Geass: Lelouch of the Rebellion R2', 'Code Geass: Lelouch of the Rebellion R2 Picture Drama', 'Code Geass: Lelouch of the Rebellion R2 Special Edition - Zero Requiem', 'Code Geass: Lelouch of the Rebellion Recaps', 'Code Geass: Lelouch of the Rebellion Special Edition - Black Rebellion', 'Code Geass Movie: Lelouch of the Re;surrection', 'Code Geass: Nunnally in Wonderland']","['Barcode Geass: Hanbai no Lelouch', 'Code Geass: Hangyaku no Rurushu Gaiden - Shiro no Kishi Kurenai no Yasha', 'Code Geass: Lelouch of the Rebellion', 'Code Geass: Lelouch of the Rebellion - Queen: Official Comic Anthology - For Boys', 'Code Geass: Lelouch of the Re;surrection', 'Code Geass: Nightmare of Nunnally', 'Code Geass: Soubou no Oz', 'Code Geass: Suzaku of the Counterattack', 'Code Geass: Tales of an Alternate Shogunate']"
114,Ace D. PORTGAS,Black Hair,Male,"['Adult', 'Big Eater', 'Elemental Powers', 'Fire Powers', 'Freckles', 'Hat', 'Muscular', 'Pirate', 'Sailor', 'Sleepyhead', 'Superpowers', 'Tattoo']","['ARASHI: A-RA-SHI : Reborn', 'Hungry Days x Bump of Chicken: Kinen Satsuei', 'Hungry Days x One Piece', 'One Piece', ""One Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends!"", 'One Piece: Cry Heart', 'One Piece: Episode of East Blue', 'One Piece: Episode of Sabo', 'One Piece: Episode of Skypiea', 'One Piece Recap', 'One Piece: Strong World - Episode 0']","['One Piece', ""One Piece Ace's Story (Light Novel)"", 'One Piece episode A', 'One Piece Party', 'One Piece: Strong World']"
115,Robin NICO,Black Hair,Female,"['Adult', 'Archaeologist', 'Pirate', 'Sailor', 'Superpowers']","['ARASHI: A-RA-SHI : Reborn', 'Fanta x One Piece', 'Hungry Days x Bump of Chicken: Kinen Satsuei', 'Hungry Days x One Piece', 'Look Plus x One Piece CM', 'Nissan Serena x One Piece 3D: Mugiwara Chase', 'One Piece', ""One Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends!"", 'One Piece 3D: Mugiwara Chase', 'One Piece: Adventure of Nebulandia', 'One Piece: Annecy Festival 60th Anniversary', 'One Piece: Episode of East Blue', 'One Piece: Episode of Luffy - Hand Island no Bouken', 'One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari', 'One Piece: Episode of Sabo', 'One Piece: Episode of Skypiea', 'One Piece Film: Gold', 'One Piece Film: Gold ~Episode 0~ 711 ver.', 'One Piece Film: Red', 'One Piece Film: Z', 'One Piece Movie 10: Strong World', 'One Piece Movie 14: Stampede', 'One Piece Movie 4: Dead End Adventure', 'One Piece Movie 5: The Curse of the Sacred Sword', 'One Piece Movie 6: Baron Omatsuri and the Secret Island', ""One Piece Movie 7: Karakuri Castle's Mecha Giant Soldier"", 'One Piece Movie 8: The Desert Princess and the Pirates - Adventures in Alabasta', 'One Piece Movie 9: Episode of Chopper - The Miracle Winter Cherry Blossom', 'One Piece Recap', 'One Piece: Romance Dawn Story', ""One Piece Special 2: Open Upon the Great Sea! A Father's Huge, HUGE Dream!"", 'One Piece Special 3: Protect! The Last Great Stage', 'One Piece Special 4: The Detective Memoirs of Chief Straw Hat Luffy', 'One Piece Special: Glorious Island', 'One Piece Special: Heart of Gold', 'One Piece: Straw Hat Theater', 'One Piece: Strong World - Episode 0', 'One Piece: Take Aim! The Pirate Baseball King', 'Tokyo One Piece Tower: Tongari Shima no Dai Hihou', 'Toriko x One Piece Collabo Special', 'Toriko x One Piece Collabo Special 2']","['Cross Epoch', 'One Piece', 'One Piece Gakuen', 'One Piece Party', 'One Piece: Strong World', 'One Piece x Toriko: Jisshoku! Akuma no Mi!!']"
116,Kurapika,Blonde Hair,Male,"['Analytical', 'Chain Fighter', 'Exotic Eyes', 'Orphan', 'Piercings', 'Teenager', 'Vengeful']","['Hunter x Hunter', 'Hunter x Hunter (2011)', 'Hunter x Hunter: Jump Super Anime Tour 1998', 'Hunter x Hunter OVA', 'Hunter x Hunter OVA 2: Greed Island', 'Hunter x Hunter OVA 3: Greed Island Final', 'Hunter x Hunter: Phantom Rouge', 'Hunter x Hunter: The Last Mission']","['Hunter x Hunter', 'Hunter x Hunter: Kurapika Tsuioku-hen']"
117,Tomoya OKAZAKI,Blue Hair,Male,"['Charismatic', 'Delinquent', 'Disabled', 'Mischievous']","['Clannad', 'Clannad After Story', 'Clannad: Another World, Kyou Chapter', 'Clannad: Another World, Tomoyo Chapter', 'Clannad Movie', 'Kaginado', 'Kaginado Season 2']","['Clannad', 'Clannad: 4-Koma Manga Gekijou', 'Clannad: Hikaru Mimamoru Sakamichi de', 'Clannad: Tomoyo Dearest', 'Tomoyo After: Dear Shining Memories']"
118,Black Star,Turquoise Hair,Male,"['Big Ego', 'Hot-Headed', 'Martial Artist', 'Ninja', 'Sword Fighter', 'Tattoo', 'Teenager']","['Soul Eater', 'Soul Eater Not!']","['Soul Eater', 'Soul Eater Not!']"
119,Nagisa FURUKAWA,Brown Hair,Female,"['Crybaby', 'Dandere', 'Eternal Optimist', 'Hair Antenna', 'Sickly']","['Clannad', 'Clannad After Story', 'Clannad Movie', 'Kaginado', 'Kaginado Season 2']","['Clannad', 'Clannad: 4-Koma Manga Gekijou', 'Clannad: Hikaru Mimamoru Sakamichi de']"
120,Shota AIZAWA,Black Hair,Male,"['Adult', 'Eye Bags', 'Facial Hair', 'Martial Artist', 'Scarf', 'Sleepyhead', 'Superpowers', 'Teacher']","['My Hero Academia', 'My Hero Academia 2', 'My Hero Academia 3', 'My Hero Academia 4', 'My Hero Academia 5', 'My Hero Academia 6', 'My Hero Academia: Hero Notebook', 'My Hero Academia: Jump Festa 2016 Special', 'My Hero Academia: Make It! Do-or-Die Survival Training', 'My Hero Academia: Training of the Dead', 'My Hero Academia (Web)', 'Peace Sign']","['My Hero Academia', 'My Hero Academia: Vigilantes']"
121,Grimmjow JEAGERJAQUES,Blue Hair,Male,"['Bloodthirsty', 'Hot-Headed', 'Masks']","['Bleach', 'Bleach: Sennen Kessen-hen']",['Bleach']
122,Zero KIRYU,Grey Hair,Male,"['High School Student', 'Piercings', 'Tattoo', 'Teenager', 'Twin', 'Vampire']","['Vampire Knight', 'Vampire Knight Guilty']","['Vampire Knight', 'Vampire Knight: Fleeting Dreams (Light Novel)', 'Vampire Knight: Ice Blue Sin (Light Novel)', 'Vampire Knight: Memories', 'Vampire Knight: The Noir Trap (Light Novel)']"
123,Eijiro KIRISHIMA,Red Hair,Male,"['High School Student', 'Muscular', 'Scar', 'Sharp Teeth', 'Superpowers', 'Teenager']","['My Hero Academia', 'My Hero Academia 2', 'My Hero Academia 3', 'My Hero Academia 4', 'My Hero Academia 5', 'My Hero Academia 6', 'My Hero Academia: Hero Notebook', 'My Hero Academia: Jump Festa 2016 Special', 'My Hero Academia: Make It! Do-or-Die Survival Training', 'My Hero Academia Movie 2: Heroes:Rising', ""My Hero Academia Movie 3: World Heroes' Mission"", 'My Hero Academia Movie: Two Heroes', 'My Hero Academia Movie: Two Heroes Picture Drama', 'My Hero Academia: Training of the Dead', 'My Hero Academia (Web)', 'Peace Sign']",['My Hero Academia']
124,Might GUY,Black Hair,Male,"['Adult', 'Beastmaster', 'Epic Eyebrows', 'Eternal Optimist', 'Honorable Fighter', 'Ninja']","['Boruto: Naruto Next Generations', 'Boruto: Naruto the Movie', 'Boruto: Naruto the Movie - The Day Naruto Became Hokage', 'Naruto', 'Naruto: Narutimate Hero 3 OVA', 'Naruto Shippuden', 'Naruto Shippuden Movie 1', 'Naruto Shippuden Movie 4: The Lost Tower', 'Naruto Shippuden Movie 5: Blood Prison', 'Naruto Shippuden Movie 6: Road to Ninja', 'Naruto Spin-Off: Rock Lee & His Ninja Pals', 'The Last: Naruto the Movie']","['Naruto', 'Road to Naruto the Movie', 'Road to Ninja: Naruto the Movie (Light Novel)', ""Rock Lee's Springtime of Youth""]"
